Module_Name,Module_Description,Activity_Name,Parent_Activity_Name,Activity_Description,Activity_Type,Day,StartTime,EndTime,StartDate,WeekLabel,WeekPattern,Location,Location_Description
EMSC3022_S2,Planetary Science,EMSC3022_S2 Lecture01/ 001,EMSC3022_S2 Lecture01/ 001,Lecture,Lecture,Monday,12:00,13:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC3022_S2,Planetary Science,EMSC3022_S2 Lecture02/ 001,EMSC3022_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,11:00,12:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC3022_S2,Planetary Science,EMSC3022_S2 Lecture03/ 001,EMSC3022_S2 Lecture03/ 001,Lecture,Lecture,Thursday,11:00,12:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC3022_S2,Planetary Science,EMSC3022_S2 Seminar01/ 001,EMSC3022_S2 Seminar01/ 001,Seminar,Seminar,Monday,13:00,15:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC3025_S2,Groundwater,EMSC3025_S2^EMSC6025_S2 Lecture01/ 001 ,EMSC3025_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,10:00,11:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC3025_S2,Groundwater,EMSC3025_S2^EMSC6025_S2 Lecture02/ 001 ,EMSC3025_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,10:00,11:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC3025_S2,Groundwater,EMSC3025_S2^EMSC6025_S2 Practical01/ 001 ,EMSC3025_S2 Practical01/ 001,Practical,Practical,Friday,14:00,17:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC3027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Lecture01/ 001 ,EMSC3027_S2 Lecture01/ 001,Lecture,Lecture,Monday,11:00,12:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC3027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Lecture02/ 001 ,EMSC3027_S2 Lecture02/ 001,Lecture,Lecture,Thursday,12:00,13:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC3027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Lecture03/ 001 ,EMSC3027_S2 Lecture03/ 001,Lecture,Lecture,Friday,10:00,11:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC3027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Practical01/ 001 ,EMSC3027_S2 Practical01/ 001,Practical,Practical,Wednesday,14:00,16:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6015_S2,Chemistry of Planet Earth,EMSC2015_S2^EMSC6015_S2 Lecture01/ 001 ,EMSC6015_S2 Lecture01/ 001,Lecture,Lecture,Monday,11:00,12:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC6015_S2,Chemistry of Planet Earth,EMSC2015_S2^EMSC6015_S2 Lecture02/ 001 ,EMSC6015_S2 Lecture02/ 001,Lecture,Lecture,Tuesday,11:00,12:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC6015_S2,Chemistry of Planet Earth,EMSC2015_S2^EMSC6015_S2 Lecture03/ 001 ,EMSC6015_S2 Lecture03/ 001,Lecture,Lecture,Thursday,10:00,11:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC6015_S2,Chemistry of Planet Earth,EMSC2015_S2^EMSC6015_S2 Practical01/ 001 ,EMSC6015_S2 Practical01/ 001,Practical,Practical,Thursday,14:00,16:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6019_S2,Geobiology and Evolution of Life on Earth,EMSC2019_S2^EMSC6019_S2 Lecture01/ 001 ,EMSC6019_S2 Lecture01/ 001,Lecture,Lecture,Monday,10:00,11:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC6019_S2,Geobiology and Evolution of Life on Earth,EMSC2019_S2^EMSC6019_S2 Lecture02/ 001 ,EMSC6019_S2 Lecture02/ 001,Lecture,Lecture,Tuesday,09:00,10:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC6019_S2,Geobiology and Evolution of Life on Earth,EMSC2019_S2^EMSC6019_S2 Lecture03/ 001 ,EMSC6019_S2 Lecture03/ 001,Lecture,Lecture,Wednesday,12:00,13:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC6019_S2,Geobiology and Evolution of Life on Earth,EMSC2019_S2^EMSC6019_S2 Practical01/ 001 ,EMSC6019_S2 Practical01/ 001,Practical,Practical,Wednesday,14:00,16:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 2_Jaeger 8 1.11,RSES 2_Jaeger 8 1.11
EMSC6021_S2,Fundamentals of Climate System Science,EMSC2021_S2^EMSC6021_S2 Computer Laboratory01/ 001 ,EMSC6021_S2 Computer Laboratory01/ 001,Computer Laboratory,Computer Laboratory,Tuesday,14:00,17:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,Crawford Comp Lab 2,_Crawford Computer Laboratory 2  (2.42)
EMSC6021_S2,Fundamentals of Climate System Science,EMSC2021_S2^EMSC6021_S2 Lecture01/ 001 ,EMSC6021_S2 Lecture01/ 001,Lecture,Lecture,Monday,15:00,16:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6021_S2,Fundamentals of Climate System Science,EMSC2021_S2^EMSC6021_S2 Lecture02/ 001 ,EMSC6021_S2 Lecture02/ 001,Lecture,Lecture,Tuesday,13:00,14:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6021_S2,Fundamentals of Climate System Science,EMSC2021_S2^EMSC6021_S2 Tutorial01/ 001 ,EMSC6021_S2 Tutorial01/ 001,Tutorial,Tutorial,Monday,16:00,17:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6025_S2,Groundwater,EMSC3025_S2^EMSC6025_S2 Lecture01/ 001 ,EMSC6025_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,10:00,11:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6025_S2,Groundwater,EMSC3025_S2^EMSC6025_S2 Lecture02/ 001 ,EMSC6025_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,10:00,11:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6025_S2,Groundwater,EMSC3025_S2^EMSC6025_S2 Practical01/ 001 ,EMSC6025_S2 Practical01/ 001,Practical,Practical,Friday,14:00,17:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Lecture01/ 001 ,EMSC6027_S2 Lecture01/ 001,Lecture,Lecture,Monday,11:00,12:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Lecture02/ 001 ,EMSC6027_S2 Lecture02/ 001,Lecture,Lecture,Thursday,12:00,13:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Lecture03/ 001 ,EMSC6027_S2 Lecture03/ 001,Lecture,Lecture,Friday,10:00,11:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
EMSC6027_S2,Palaeoclimatology and Climate Change,EMSC3027_S2^EMSC6027_S2 Practical01/ 001 ,EMSC6027_S2 Practical01/ 001,Practical,Practical,Wednesday,14:00,16:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RSES 3_Jaeger 8 1.02,RSES 3_Jaeger 8 1.02
ENGL1013_S2,Reading across Time and Space: Literary Contexts,ENGL1013_S2 Lecture01/ 001,ENGL1013_S2 Lecture01/ 001,,Lecture,Tuesday,09:00,11:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,COP T,_Copland Theatre
ENGL2008_S2,19th and 20th Century Literature,ENGL2008_S2^ENGL6022_S2 Lecture01/ 001 ,ENGL2008_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,12:00,13:30,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,LAW LINK T,_Law Link Theatre
ENGL2055_S2,Shakespeare and Film,ENGL2055_S2 Lecture01/ 001,ENGL2055_S2 Lecture01/ 001,Lecture and Film Screening,Lecture,Tuesday,09:00,12:30,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T5,_Manning Clark Centre Theatrette 5
ENGL2078_S2,Creative Writing 3: Advanced Fiction,ENGL2078_S2^ENGL6026_S2 Lecture01/ 001 ,ENGL2078_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,10:00,11:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T4,_Manning Clark Centre (Video Conferencing) Theatrette 4
ENGL2080_S2,Modernist Literature 1890-1940,ENGL2080_S2^ENGL6031_S2 Lecture01/ 001 ,ENGL2080_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,15:00,16:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T5,_Manning Clark Centre Theatrette 5
ENGL2080_S2,Modernist Literature 1890-1940,ENGL2080_S2^ENGL6031_S2 Lecture02/ 001,ENGL2080_S2 Lecture02/ 001,,Lecture,Wednesday,12:00,13:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T5,_Manning Clark Centre Theatrette 5
ENGL6022_S2,19th & 20th Century Literature,ENGL2008_S2^ENGL6022_S2 Lecture01/ 001 ,ENGL6022_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,12:00,13:30,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,LAW LINK T,_Law Link Theatre
ENGL6026_S2,Creative Writing 3 Advanced Fiction,ENGL2078_S2^ENGL6026_S2 Lecture01/ 001 ,ENGL6026_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,10:00,11:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T4,_Manning Clark Centre (Video Conferencing) Theatrette 4
ENGL6031_S2,Modernist Literature 1890-1940,ENGL2080_S2^ENGL6031_S2 Lecture01/ 001 ,ENGL6031_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,15:00,16:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T5,_Manning Clark Centre Theatrette 5
ENGL6031_S2,Modernist Literature 1890-1940,ENGL2080_S2^ENGL6031_S2 Lecture02/ 001,ENGL6031_S2 Lecture02/ 001,,Lecture,Wednesday,12:00,13:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T5,_Manning Clark Centre Theatrette 5
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Lecture01/ 001,ENGN1217_S2 Lecture01/ 001,Lecture A,Lecture,Monday,10:00,11:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T1,_Chemistry Theatre 1
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Lecture02/ 001,ENGN1217_S2 Lecture02/ 001,Lecture B,Lecture,Tuesday,14:00,15:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T1,_Chemistry Theatre 1
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Lecture03/ 001,ENGN1217_S2 Lecture03/ 001,Lecture C,Lecture,Wednesday,09:00,10:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T1,_Chemistry Theatre 1
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Lecture04/ 001,ENGN1217_S2 Lecture04/ 001,Lecture D,Lecture,Thursday,09:00,10:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 001,ENGN1217_S2 Tutorial01/ 001,Tutorial,Tutorial,Tuesday,11:00,12:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 002,ENGN1217_S2 Tutorial01/ 002,Tutorial,Tutorial,Tuesday,13:00,14:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 003,ENGN1217_S2 Tutorial01/ 003,Tutorial,Tutorial,Tuesday,15:00,16:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 004,ENGN1217_S2 Tutorial01/ 004,Tutorial,Tutorial,Wednesday,13:00,14:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 005,ENGN1217_S2 Tutorial01/ 005,Tutorial,Tutorial,Wednesday,14:00,15:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 006,ENGN1217_S2 Tutorial01/ 006,Tutorial,Tutorial,Thursday,14:00,15:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 007,ENGN1217_S2 Tutorial01/ 007,Tutorial,Tutorial,Thursday,16:00,17:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 008,ENGN1217_S2 Tutorial01/ 008,Tutorial,Tutorial,Thursday,17:00,18:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Tutorial01/ 009,ENGN1217_S2 Tutorial01/ 009,Tutorial,Booking,Monday,10:00,12:00,08/03/2015,31-34,0000000000000000000000000000001111000000000000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Workshop01/ 001,ENGN1217_S2 Workshop01/ 001,Workshop,Workshop,Monday,10:00,11:00,10/12/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Workshop01/ 002,ENGN1217_S2 Workshop01/ 002,Workshop,Workshop,Tuesday,14:00,15:00,10/13/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Workshop01/ 003,ENGN1217_S2 Workshop01/ 003,Workshop,Workshop,Wednesday,09:00,10:00,10/14/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1217_S2,Introduction to Mechanics,ENGN1217_S2 Workshop01/ 004,ENGN1217_S2 Workshop01/ 004,Workshop,Workshop,Thursday,09:00,10:00,10/15/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E102/104 (Manufacturing/Materials Lab),_ENGN E102/104 (Manufacturing/Materials Lab)
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 001,ENGN1218_S2 Computer Laboratory01/ 001,,Computer Laboratory,Monday,14:00,16:00,08/24/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 002,ENGN1218_S2 Computer Laboratory01/ 002,,Computer Laboratory,Monday,16:00,18:00,08/24/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 003,ENGN1218_S2 Computer Laboratory01/ 003,,Computer Laboratory,Tuesday,15:00,17:00,08/25/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 004,ENGN1218_S2 Computer Laboratory01/ 004,,Computer Laboratory,Wednesday,14:00,16:00,08/26/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 005,ENGN1218_S2 Computer Laboratory01/ 005,,Computer Laboratory,Wednesday,12:00,14:00,08/26/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 006,ENGN1218_S2 Computer Laboratory01/ 006,,Computer Laboratory,Thursday,14:00,16:00,08/27/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 007,ENGN1218_S2 Computer Laboratory01/ 007,,Computer Laboratory,Friday,09:00,11:00,08/28/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 008,ENGN1218_S2 Computer Laboratory01/ 008,,Computer Laboratory,Friday,11:00,13:00,08/28/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 009,ENGN1218_S2 Computer Laboratory01/ 009,,Computer Laboratory,Friday,14:00,16:00,08/28/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN G1,_ENGN G1
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Computer Laboratory01/ 010,ENGN1218_S2 Computer Laboratory01/ 010,,Computer Laboratory,Monday,10:00,12:00,08/24/2015,"34, 39",0000000000000000000000000000000001000010000000000000,ENGN 101,_ENGN 101 Computer Laboratory
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Lecture01/ 001,ENGN1218_S2 Lecture01/ 001,Lecture A,Lecture,Monday,12:00,13:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Lecture02/ 001,ENGN1218_S2 Lecture02/ 001,Lecture B,Lecture,Tuesday,10:00,11:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T3,_Manning Clark Centre Theatre 3
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Lecture03/ 001,ENGN1218_S2 Lecture03/ 001,Lecture C,Lecture,Wednesday,10:00,11:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,MCC T3,_Manning Clark Centre Theatre 3
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Lecture04/ 001,ENGN1218_S2 Lecture04/ 001,Lecture D,Lecture,Friday,13:00,14:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,COP T,_Copland Theatre
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Practical01/ 001,ENGN1218_S2 Practical01/ 001,,Practical,Monday,14:00,17:00,08/10/2015,"32-33, 35, 38, 40-43",0000000000000000000000000000000110100101111000000000,Ian Ross R105 (First Year Lab),_Ian Ross Building R105 (First Year Lab)
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Practical01/ 002,ENGN1218_S2 Practical01/ 002,,Practical,Tuesday,14:00,17:00,08/11/2015,"32-33, 35, 38, 40-43",0000000000000000000000000000000110100101111000000000,Ian Ross R105 (First Year Lab),_Ian Ross Building R105 (First Year Lab)
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Practical01/ 003,ENGN1218_S2 Practical01/ 003,,Practical,Wednesday,14:00,17:00,08/12/2015,"32-33, 35, 38, 40-43",0000000000000000000000000000000110100101111000000000,Ian Ross R105 (First Year Lab),_Ian Ross Building R105 (First Year Lab)
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Practical01/ 004,ENGN1218_S2 Practical01/ 004,,Practical,Thursday,14:00,17:00,08/13/2015,"32-33, 35, 38, 40-43",0000000000000000000000000000000110100101111000000000,Ian Ross R105 (First Year Lab),_Ian Ross Building R105 (First Year Lab)
ENGN1218_S2,Introduction to Electronics,ENGN1218_S2 Practical01/ 005,ENGN1218_S2 Practical01/ 005,,Practical,Friday,14:00,17:00,08/14/2015,"32-33, 35, 38, 40-43",0000000000000000000000000000000110100101111000000000,Ian Ross R105 (First Year Lab),_Ian Ross Building R105 (First Year Lab)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Lecture01/ 001,ENGN2222_S2 Lecture01/ 001,Lecture A,Lecture,Monday,11:00,12:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Lecture02/ 001,ENGN2222_S2 Lecture02/ 001,Lecture B,Lecture,Wednesday,13:00,14:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Lecture03/ 001,ENGN2222_S2 Lecture03/ 001,Lecture C,Lecture,Thursday,12:00,13:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Lecture04/ 001,ENGN2222_S2 Lecture04/ 001,Lecture D,Lecture,Friday,11:00,12:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 001,ENGN2222_S2 Practical01/ 001,,Practical,Tuesday,14:00,17:00,10/06/2015,40,0000000000000000000000000000000000000001000000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 002,ENGN2222_S2 Practical01/ 002,,Practical,Wednesday,14:00,17:00,10/07/2015,40,0000000000000000000000000000000000000001000000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 003,ENGN2222_S2 Practical01/ 003,,Practical,Thursday,14:00,17:00,10/08/2015,40,0000000000000000000000000000000000000001000000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 004,ENGN2222_S2 Practical01/ 004,,Practical,Friday,14:00,17:00,10/09/2015,40,0000000000000000000000000000000000000001000000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 005,ENGN2222_S2 Practical01/ 005,,Practical,Tuesday,14:00,17:00,10/13/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 006,ENGN2222_S2 Practical01/ 006,,Practical,Wednesday,14:00,17:00,10/14/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 007,ENGN2222_S2 Practical01/ 007,,Practical,Thursday,14:00,17:00,10/15/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Practical01/ 008,ENGN2222_S2 Practical01/ 008,,Practical,Friday,14:00,17:00,10/16/2015,41,0000000000000000000000000000000000000000100000000000,ENGN E108 (Student Project Room),_ENGN E108 (Student Project Room)
ENGN2222_S2,Engineering Thermodynamics,ENGN2222_S2 Tutorial01/ 001,ENGN2222_S2 Tutorial01/ 001,Tutorial Group 1A,Tutorial,Tuesday,12:00,13:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PSYC G6,_Psychology Building Room G06
